[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解风后的人间烟火气息
[04:59:23] 我叫它一个中等paper陷阱
[04:59:26] 哦
[04:59:27] 中等收入陷阱
[04:59:28] 就是说你会发一些不错的论文
[04:59:30] 但是由于这个这个resource的限制
[04:59:35] 导致你没办法真的把你的你的这些idea
[04:59:41] 推广成一个某种意义上一个新的breakthrough
[04:59:46] 对
[04:59:47] 所以我觉得这可能是是一个好的时间点
[04:59:50] 然后所以我有一个mentor就问我
[04:59:52] 那时候还蛮有趣的
[04:59:53] 可能大概是去年去年的
[04:59:56] 可能年中吧
[04:59:57] 或者说可能是秋天的时候
[04:59:59] 25年年中
[05:00:00] 对25年年中
[05:00:01] 然后他就说哎
[05:00:03] 你去问一问杨乐空啊
[05:00:05] 他好像最近在meta待的不是很顺心
[05:00:10] 但那个时候其实还没有这么动荡
[05:00:12] 还没有这个X1
[05:00:14] 然后比如说fair的layoff
[05:00:16] 然后这么多动荡的事情
[05:00:18] 然后我的第一的直觉是说啊
[05:00:20] 这个怎么可能呢
[05:00:22] 对杨对吧
[05:00:23] 我们等一下可以再来
[05:00:24] 我想再还想再聊一下杨是什么样的事情
[05:00:26] 是怎么样的一个人
[05:00:27] 但至少在那个时候我会觉得他还是一个
[05:00:30] Godfather of AI
[05:00:31] 然后呀
[05:00:32] 他是一个纯粹的researcher
[05:00:36] 怎么可能会拉他一起创业呢
[05:00:38] 然后结果我们有了这个对话之后的第二周的周一
[05:00:44] 我们刚好有一个1-1的meeting
[05:00:46] 就是一对一的一个meeting
[05:00:47] 跟杨
[05:00:49] 然后还没等我说什么
[05:00:52] 然后杨就跟我说说哎
[05:00:54] 三连你先不要告诉别人
[05:00:56] 但我已经决定了啊
[05:00:58] 这个我现在想要做的事情啊
[05:01:01] 我觉得应该在外面做
[05:01:03] 我想要去创业开一个公司
[05:01:06] 然后我就我就问他说你想做什么事情啊
[05:01:08] 这个背后的business model是什么呀
[05:01:11] 然后后来发现哇
[05:01:12] 这件事情跟我想象的事情完全一致
[05:01:16] 嗯非常有趣
[05:01:17] 对然后这件事情是什么呢
[05:01:19] 我觉得你可以你可以叫他世界模型啊
[05:01:23] 或者说这部分的出发点呢
[05:01:26] 他发的逻辑在于
[05:01:28] 我觉得
[05:01:29] 在我想做的这件事情上
[05:01:32] 在现在的这个不管是世界上每个
[05:01:36] 任何一个国家
[05:01:37] 我觉得都做不了啊
[05:01:39] 包括在在湾区在故谷也做不了
[05:01:41] 那这个这个事情是什么
[05:01:43] 就是说你还是有一定的这个research的程度啊
[05:01:46] 嗯对吧
[05:01:47] 他不是完全的说哎
[05:01:48] 我们现在要logic model
[05:01:49] 我们要deploy这个system
[05:01:51] 然后我们要push the product
[05:01:53] 然后去去去去get some revenue
[05:01:55] 其实其实not like that
[05:01:57] 然后我觉得
[05:01:58] 这件事情
[05:02:00] 有很强的这种research的这种
[05:02:03] 嗯倾向性嗯对吧
[05:02:07] 但是他又不是在纯粹的学术
[05:02:10] 学术的这个这个setting下面
[05:02:12] 他不是过去的fair
[05:02:14] 也不是nyu
[05:02:15] 他不是学校
[05:02:16] 也不是过去的那个传统的fair
[05:02:18] 但另一方面他也不是湾区的这些大厂
[05:02:22] 和现在的很多这些new lab
[05:02:24] 处在一个完全封闭的情况下
[05:02:27] 封闭是什么意思
[05:02:29] 封闭是说啊
[05:02:31] 你当然不开源不能发表论文
[05:02:33] 然后像我说的这个block
[05:02:35] 上面也不能署名啊
[05:02:37] 也不能署呃署名
[05:02:38] 然后然后像我其实我在google在gdm的时候
[05:02:41] 我在jni
[05:02:42] 整个jni or只有我一个人
[05:02:45] 是有这种相当于小财两只船
[05:02:48] 有一个double affiliation
[05:02:49] 还在学校在做事情
[05:02:51] 大家其实对学术界
[05:02:53] 对这种纯粹的探索性的research
[05:02:56] 其实是有点抵触的啊
[05:02:59] 这是一个湾区现在的一个一个状态
[05:03:02] 对然后
[05:03:03] 怎么理解是谁抵触
[05:03:05] 抵触意思就是说第一
[05:03:06] 我觉得大家瞧不上啊
[05:03:10] 这个这个这个学术界在做的工作
[05:03:13] 不觉得学术界的做的东西
[05:03:15] 能够真的啊
[05:03:18] 能够能够产生怎么样的影响啊
[05:03:22] 第二
[05:03:23] 他们因为也不publish导致啊
[05:03:27] 很多东西你也不知道他们在干嘛
[05:03:30] 对吧
[05:03:31] 即使在这些大厂里面
[05:03:32] 其实有些大的公司有有这种research的部门
[05:03:36] 然后也有这种偏paw到的部门
[05:03:38] 但即使是这两个部门
[05:03:40] 同一个公司两个部门之间
[05:03:42] 也有一个很大的隔阂啊
[05:03:44] 因为again就是做做这边
[05:03:47] 比如说核心模型训练的这些公司的的这些部门啊
[05:03:51] 必须要做的这些部门啊
[05:03:52] 必须要在这个highly competitive这个赛道上面
[05:03:56] 嗯
[05:03:57] 走到最前面
[05:03:58] 这是他们唯一的目标
[05:04:00] 对
[05:04:01] 是军备竞赛
[05:04:02] 是一个军备竞赛
[05:04:03] 嗯
[05:04:04] 然后这件事情就会压榨你的research的空间
[05:04:08] 嗯
[05:04:09] 你会你会抽走这个这个这个这个环境里面
[05:04:13] 能够给你充分的freedom去做research的这样的氧气
[05:04:17] 嗯
[05:04:18] 所以你没有想过加入任何的lab
[05:04:20] 嗯
[05:04:21] 你没有办法忍受这种没有氧气的感受
[05:04:24] 是
[05:04:25] 我觉得这也是一个很有意思的现象
[05:04:27] 这个现象是说当初确实有些机会
[05:04:29] 我也在有一些其他的考虑
[05:04:32] 嗯
[05:04:33] 然后
[05:04:34] 但我想了想之后
[05:04:36] 我觉得可能这件事情
[05:04:38] 如果你真的想做这种完全前沿的探索
[05:04:41] 你想要去定义问题的话
[05:04:43] 可能还是得在一个自己的startup做
[05:04:46] 才会成立这件事情
[05:04:48] 嗯
[05:04:49] 因为别人的startup
[05:04:50] 就是他定义的问题
[05:04:51] 然后你来做执行
[05:04:52] 是其他其他startup
[05:04:53] 当然首先我不认为在这个其他startup里面
[05:04:56] 嗯
[05:04:57] 有任何一个startup或者一个大公司
[05:04:59] 在focus在我们在做的这个事情上
[05:05:02] 所谓的building the predictive brain
[05:05:04] 这件事情
[05:05:05] 对吧
[05:05:06] 在你可以认为是最foundation layer
[05:05:08] 或者说最upstream layer
[05:05:09] 啊
[05:05:10] 做一些做一些事情
[05:05:11] 嗯
[05:05:12] 这件事情其实是不存在的
[05:05:14] 啊
[05:05:15] 更有意思的是其实很多
[05:05:17] 我认为的就是
[05:05:18] 嗯
[05:05:19] 比如说我的朋友在我和他交流的时候
[05:05:22] 大家都会意识到这件事情其实是必须的
[05:05:25] 就我刚说这件事情一方面有点所谓的这种
[05:05:28] 呃
[05:05:29] 反共识的吧
[05:05:30] 就是有点contrary and view
[05:05:31] 但另一方面其实又在过去的一年里面
[05:05:34] 我觉得又逐渐变成了又共识
[05:05:36] 所以我说的东西没有什么新鲜的
[05:05:39] 嗯
[05:05:40] 但是我刚才简单提到了
[05:05:42] 我觉得现在在整个AI行业里面
[05:05:46] 有这样一个巨大的AI的
[05:05:48] 呃
[05:05:49] 这样的这样的一个value chain
[05:05:50] 这样一个价值链条
[05:05:51] 在最上层这个价值链条
[05:05:54] 就像我刚刚说的有beta lesson
[05:05:55] 有AGI
[05:05:56] 有LM
[05:05:57] 这样的一个叙事逻辑
[05:05:58] 这件事情定义了一系列的benchmark
[05:06:02] 嗯
[05:06:03] 对吧
[05:06:04] 就是说你要打榜
[05:06:05] 嗯
[05:06:07] 那你就打打的这个榜可能是LM arena
[05:06:08] 啊
[05:06:09] 或者说其他的这些榜单
[05:06:10] 对吧
[05:06:11] 有有一系列这个benchmark
[05:06:12] 这个benchmark定义了resource that are allocated to you
[05:06:16] 嗯
[05:29:18] 分别是因为我现在的这个能够规模
[05:29:20] 就是我的这个信用卡有visa
[05:29:21] 还有mastercard
[05:29:22] 对吧
[05:29:23] 是不是反visa
[05:29:24] 啊
[05:29:25] 对是反visa
[05:29:26] exactly
[05:29:27] 但但这个story还蛮有趣的啊
[05:29:28] 这也是我这个这个在一个一个很好的朋友
[05:29:31] 和我的一个mentor告诉我的
[05:29:33] 他说visa一开始是这个boa这个
[05:29:36] 这个这个这个银行创立起来的
[05:29:38] 对吧
[05:29:39] 在此之前没有人有这种信用卡的模式的
[05:29:41] 然后boa
[05:29:43] build了visa credit card
[05:29:44] 然后push the market
[05:29:46] 然后赚的盆满钵满啊
[05:29:47] 他还不告诉别人
[05:29:48] 别人问了就说
[05:29:49] 我们这个是赔钱的生意
[05:29:51] 然后这个东西一点都不赚钱
[05:29:53] 直到过了一两年
[05:29:54] 这件事情藏不住了
[05:29:55] 因为财务上你已经能看出来了
[05:29:58] 然后其他人就慌了
[05:30:00] 你知道吗
[05:30:00] 加上就说
[05:30:01] 这个怎么办
[05:30:03] 这个你现在已经把这个market
[05:30:05] 已经dominant了
[05:30:06] 然后我们每一个小的银行
[05:30:08] 我的体量都打不过你
[05:30:10] 这个Bank of America
[05:30:11] 然后我们现在单独发一张信用卡
[05:30:14] 我又抢占不过市场
[05:30:15] 怎么办呢
[05:30:16] 然后他们就说
[05:30:17] 不如我们把所有的这些local bank组织起来
[05:30:20] 变成一个联盟
[05:30:21] 我们一起推出一张信用卡
[05:30:25] 叫MaskCard
[05:30:25] 对
[05:30:27] 这是怎么样反Visa
[05:30:29] 然后或者说没有真的反Visa
[05:30:31] 但至少能够跟Visa
[05:30:33] 分庭抗礼的一个方式
[05:30:36] 我并不是说我们的这个公司
[05:30:39] 真的要走这样的模式
[05:30:40] 但我觉得在某种意义上
[05:30:42] 会有这样的相似之处
[05:30:44] 但我觉得这也是
[05:30:45] 为什么word model是一个
[05:30:49] 挺不一样的这样一个叙事的逻辑
[05:30:55] 它更加decentralized
[05:30:58] 更加分布化
[05:30:59] 然后也天然的
[05:31:03] 怎么讲
[05:31:05] resist某种垄断
[05:31:07] 对
[05:31:08] 我觉得还是挺有意思的
[05:31:11] 然后这也是我们开放性的来源
[05:31:13] 这也是为什么
[05:31:14] 我们会能够
[05:31:14] 更open-minded
[05:31:16] 去讨论这些合作
[05:31:17] 不管是跟学术界
[05:31:18] 还是跟这些industry partner
[05:31:20] 因为这件事情是research exploration的一部分
[05:31:24] 对
[05:31:24] 当然我们也不是说我们所有的research都会开源
[05:31:26] 或者怎么样
[05:31:28] 这还是一个正经而严肃的一个创业公司
[05:31:31] 但是我觉得我们可能可以做的不一样
[05:31:35] 对
[05:31:36] 但我觉得想要做成这样的不一样的事情
[05:31:38] 还是蛮难的
[05:31:39] 因为像我说的
[05:31:41] 对吧
[05:31:41] 我一直在强调其实
[05:31:43] 我们在寻找的东西
[05:31:44] 是要一种平衡
[05:31:46] 这个平衡是说
[05:31:48] 对吧
[05:31:49] 它既不是一个纯粹的research lab
[05:31:51] 也不是一个现在的封闭式的这种大模型公司
[05:31:55] 然后这种平衡也在于
[05:31:58] 比如说像我个人也是一种平衡
[05:32:00] 就我既不是一个非常senior
[05:32:04] 然后已经所谓功成名就的这种大教授
[05:32:09] 但我也不是一个18 9岁的年轻人
[05:32:12] 可以卷着铺盖
[05:32:13] 跑到深圳的学校
[05:32:14] 然后在那个工厂里面
[05:32:17] 然后扎下来
[05:32:18] 然后去做这些数据采集或者whatever
[05:32:21] 我都不是
[05:32:22] 好有一部分数据来自于深圳的工厂
[05:32:26] 是的
[05:32:27] 有人在做我刚说的这个例子是一个具体的公司
[05:32:30] 他们有一个公司叫build.ai
[05:32:32] 我还挺佩服这个小孩的叫Eddie
[05:32:34] 对他就是带了几个人从各大quit了
[05:32:38] 然后去了深圳工厂里面住下
[05:32:40] 然后来build这样一个startup
[05:32:42] 我觉得好厉害
[05:32:43] 对
[05:32:44] 这件事情既是找平衡
[05:32:46] 但我觉得对我来说有难度
[05:32:49] 但也是一个新的机遇
[05:32:50] 我觉得说不定对吧
[05:32:52] 说不定这个时代可能既不属于老灯
[05:32:56] 也不属于小灯
[05:32:57] 而是一个属于中灯创业的时代
[05:33:01] 你对伊莉亚两次say了no
[05:33:04] 然后你对了Lequansay了yes
[05:33:06] 这是为什么呢
[05:33:07] 就是在你眼里他是一个什么样的人
[05:33:09] 对一样在网上是一个斗士对吧
[05:33:14] 就是坚决的反对LM派
[05:33:17] 不只是反对LM
[05:33:18] 其实他不反对LM
[05:33:19] 从来没有说他反对LM
[05:33:21] 他非常他还说自己用Gemina
[05:33:23] 他完全不反对LM
[05:33:26] 他只是反对大家觉得LM可以通往一个human level intelligence
[05:33:31] 人类级别的智能的这个叙事
[05:33:34] 这是他要反对的
[05:33:35] 他完全不反对LM
[05:33:37] 但anyway他在网上是一个斗士
[05:33:40] 然后四处开战
[05:33:41] 但我觉得他私下里
[05:33:44] 是一个很好很好的人
[05:33:46] 是我一个打心眼里崇拜或者敬佩的一个人
[05:33:52] 你们之前熟吗
[05:33:53] 我们合作会一些paper
[05:33:56] 但是肯定不像在一个startup里面
[05:34:00] 作为co-founder的这种形式
[05:34:01] 这么work closely
[05:34:03] 之前没有你跟凯明熟
[05:34:05] 肯定没有
[05:34:06] 但我觉得我觉得我觉得Young是一个人
[05:34:10] 真的是对他也能够去扭曲这个reality
[05:34:14] 我觉得我觉得他非常厉害
[05:34:16] 每次我开始对一些事情有所怀疑
[05:34:20] 然后我都会愿意找他聊一聊
[05:34:22] 他很容易就让他身边的人至少我是这么感觉的
[05:34:26] 感受到某种宁静感受到觉得这些challenge不是challenge
[05:34:31] 前方的路一片光明
[05:34:34] 他是有这样的能力
[05:34:36] 然后而且当然他的research的vision
[05:34:39] 我觉得我也非常敬佩
[05:34:41] 我刚说很多比如说什么时候出现了
[05:34:44] 就是word model
[05:34:45] 为什么要future这个信息
[05:34:47] 这个本质也是Japa
[05:34:49] 他提出的这个Japa思想的一个内核
[05:34:52] 就是说你不能做generate model
[05:34:54] 你不能把所有东西都记住都重建出来
[05:34:57] 你需要在一个abstract representation space
[05:35:00] 一个抽象的表征空间里面去做预测
[05:35:03] 这是Japa的内核
[05:35:05] 但我想说这件事情是Young
[05:35:07] 我觉得还是蛮知情合一的
[05:35:10] 他这个人本身蛮Japa的
[05:35:12] 就是他
[05:35:14] 他一贯之的在坚持他的很多逻辑
[05:35:17] 和他认为正确的事情
[05:35:19] 这件事情是不受到外界的任何事情的干扰
[05:35:23] 但这件事情不代表他完全是一个固执的
[05:35:27] 听不进去任何话的人
[05:35:30] 其实也不是这样
[05:35:31] 他有些时候他错了
[05:35:33] 有些时候他对了
[05:35:35] 他大部分时候是对的
[05:35:37] 但他其实是能听进去大家说的话的
[05:35:40] 并且他也说过
[05:35:41] 就有一个之前有一个新闻稿是说
[05:35:43] Young can't be moved
[05:35:46] Young LeCun永远不能被移动
[05:35:49] 谁也不能移动他
[05:35:52] 就是他固执
[05:35:54] 对就是说他在固执
[05:35:56] Young说我完全可以被move
[05:36:00] 完全可以被移动
[05:36:01] 但我需要基于事实来被move
[05:36:04] 而不是一些人告诉我应该怎么做
[05:36:10] 我去怎么做
[05:36:11] 我才会move
[05:36:13] 所以当当初在META的时候
[05:36:15] 其实也有很多人告诉他说
[05:36:18] 我们现在META要去做logic model
[05:36:21] 我们要做很多这些事情
[05:36:23] 你不能在外面再说这些话了
[05:36:25] 对吧
[05:36:26] 你不能说天天dece这个logic model不work
[05:36:30] Young完全不能接受
[05:36:33] Young说我作为一个科学家的政治
[05:36:37] 对吧
[05:36:39] My integrity as a scientist cannot accept this
[05:36:43] 所以我觉得这件事情我也很敬佩
[05:36:46] 我觉得他真的他说的话
[05:36:48] 不是因为现在什么东西成为了一个热点
[05:36:54] 他还是这么说的
[05:36:56] 都可以追温溯源对吧
[05:36:57] 包括他在讲word model这件事情
[05:36:59] 也不是最近word model火了才说的
[05:37:01] 也是很多年前他就已经在提这件事了
[05:37:05] 他还有一个很好的论文
[05:37:08] 我真的推荐给我身边的每个人去看
[05:37:11] 就是叫做
[05:37:12] The path to autonomous intelligence
[05:37:17] 对
[05:37:18] 就是他一个position paper
[05:37:19] 也是一个观点性的论文
[05:37:21] 然后这时候你就会发现
[05:37:23] 他思想里面还是有很多的layer的
[05:37:26] 这个layer其实又是以一种非常工程化
[05:37:31] 可实现的或者说数学化的表达
[05:37:34] 把它罗列在这了
[05:37:36] 所以你看他别人问他说这个样
[05:37:39] 这个word model到底是什么时候
[05:37:41] 他不会说一些比较high level的这种相对来说比较虚无的这种概念
[05:37:49] 他永远要给你写公式的
[05:37:51] 他永远会
[05:37:53] 现在也会
[05:37:55] 而且他现在每个星期也会有一天在nyu
[05:37:58] 然后还是要带自己的group
[05:37:59] 还是会开组会的
[05:38:01] 开组会的时候就是要走到白板面前来
[05:38:05] 然后给大家写个推公式一点点推
[05:38:08] highly technical
[05:38:09] very very technical
[05:38:11] 你们两个的分工是什么
[05:38:13] 样是executive chairman
[05:38:16] 所以他其实更像是我们这艘大船的船长
[05:38:20] 我跟他这件事情我也跟他聊过
[05:38:23] 谁是船长
[05:38:24] 他是船长
[05:38:25] 我不是聊谁是船长
[05:38:27] 我不想当船长
[05:38:28] 对
[05:38:29] 但他一方面讲说
[05:38:31] 他很不希望管理这些operation level的事情
[05:38:35] 他不是一个好的CEO
[05:38:36] 但一方面我觉得
[05:38:37] 你也不是
[05:38:38] 对我可能也不是
[05:38:39] 但我又觉得他实际上是一个很好的CEO
[05:38:40] 但我又觉得他是一个很有智慧的管理者
[05:38:44] 他跟我举这样一个例子
[05:38:45] 他说他的管理的思路就像在划帆船一样
[05:38:52] 这件事情 by the way是他的一个好比之一
[05:38:54] 我等一下可以聊聊他的其他的有趣的事情
[05:38:57] 但他有一个好比
[05:38:58] 他马上3月又要去加勒比海上面去划帆船了
[05:39:01] 他说他的管理模式是说
[05:39:03] 给予每个人足够多的信任
[05:39:06] 让他们做自己该做的事情
[05:39:08] 但是一旦出现了
[05:39:10] 一些波折
[05:39:12] 对吧
[05:39:13] 一旦我们需要
[05:39:14] 校正一些东西的时候
[05:39:16] 他会及时的
[05:39:18] as early as possible
[05:39:20] 尽可能早的去做这样的调整
[05:39:22] 对吧
[05:39:23] 但在此之前
[05:39:24] trust everyone to do their work
[05:39:26] 就是相信每个人去做他们在
[05:39:29] 擅长做的事情
[05:39:30] 对
[05:39:31] 我觉得这就是样的定位
[05:39:32] 他是这个公司的一个
[05:39:34] 一方面是某种精神领袖
[05:39:37] 但另一方面也是
[05:39:39] 这个
[05:39:40] 这个大海航行靠剁手的吧
[05:39:43] 他也是
[05:39:44] 他是也有这种船长的身份在这
[05:39:47] 对
[05:39:48] 然后
[05:39:49] 但我觉得我对他的
[05:39:51] 对我觉得
[05:39:53] 我真正让我觉得
[05:39:55] 我很喜欢跟这个人共事
[05:39:57] 还是更多personal的原因
[05:39:59] 因为我们看也聊了很多
[05:40:00] 这些decision其实不是纯逻辑性的决定
[05:40:03] 有时候还是要看气场是否相投
[05:40:06] 都是人的原因
[05:40:08] 对
[05:40:09] 但是他也有一个
[05:40:10] 我看一样
[05:40:11] 我觉得他虽然真的是大佬的吧
[05:40:12] 你会但你会经常看到他在会场上面
[05:40:15] 拿着一个手机跟所有人拍一张自拍拍张合影
[05:40:19] 然后私下里面他也是一个
[05:40:22] 满纯净然后温暖的人
[05:40:25] 对
[05:40:26] 然后跟他在一起
[05:40:27] 主要主要是我不会有这种畏惧感吧
[05:40:30] 虽然他可能对吧高高在上功成名就
[05:40:33] 然后但我不会担心
[05:40:36] 我说了一句错话
[05:40:38] 我会把这个人给给他
[05:40:39] 惹得他不高兴
[05:40:40] 这件事情我觉得其实还是蛮难得的
[05:40:43] 尤其在他的这种身份跟地位
[05:40:46] 白看
[05:40:47] 然后我可以或者说包括这个公司里面所有的人
[05:40:51] 都可以很直白的告诉他说
[05:40:54] 这件事情我是怎么思考的
[05:40:56] 我觉得你说的对
[05:40:57] 或者你说的不对
[05:40:58] 但我们一起来讨论应该
[05:41:01] 以什么样的方式进行下去
[05:41:02] 可以对这个公司最有利
[05:41:04] 我觉得这件事情其实也非常难得
[05:41:07] 对
[05:41:08] 能不能介绍一下你们到目前为止在资本上
[05:41:11] 在团队上的进展
[05:41:13] 当然我们这个时候发的时候就已经是你们announce之后了
[05:41:17] 是的对
[05:41:19] 我觉得资本上对这个没办法
[05:41:22] 我的世界模型不足以支持我给这样的预测
[05:41:25] 但是我们target可能会是差不多一个billion吧
[05:41:29] 对如果不对的话我们只能剪掉了
[05:41:32] 然后然后然后人家也会有一个预测
[05:41:36] 然后然后人员的配比上面
[05:41:38] 然后我们会有很多小伙伴
[05:41:41] 志同道合的伙伴一起加入这个公司
[05:41:44] 所以我们一开始会有25人左右的一个初始的团队
[05:41:47] 然后我们希望逐渐去grow这个团队
[05:41:49] 我们不想太快
[05:41:50] 但也不希望太慢
[05:41:52] 对然后然后这一面其实就有很多
[05:41:55] 我觉得这也是一个我觉得创业的魔力吧
[05:42:00] 因为我之前比如在大城里面也会refer一些我的这些过去的朋友对吧
[05:42:05] 我的学生然后一起到这个公司一面
[05:42:08] 但完全不是一个一个事情对吧
[05:42:11] 大家去个不同team做自己的事情
[05:42:13] 但来创业之后我会发现真的可以把大家聚拢到一起
[05:42:21] 然后找到这样一个mission
[05:42:23] 然后这件事情我觉得太有意思了
[05:42:26] 然后这件事情其实我自己也很感动
[05:42:29] 因为我们有好几个朋友
[05:42:31] 然后他们其实比如说都有
[05:42:35] 好几千万的open-eyedinvested stock
[05:42:38] 如果他们从open-eyed来
[05:42:39] 然后会有在比如说在Google也有好几
[05:42:44] 这种不是在Google在Meta也有这种15个million的20million的这样的offer
[05:42:52] 对然后大家好像想都不想
[05:42:56] 然后就放弃了
[05:42:57] 然后加入我们
[05:42:58] 为什么
[05:42:59] 我觉得还是说我们脑子可能都
[05:43:05] 缺根结尾吧
[05:43:07] 觉得好像对你总之是你要考虑的是一边是research
[05:43:13] 一边是某些financial outcome对吧
[05:43:16] 当然我觉得一个创业公司最后做成的话
[05:43:19] 他的upside也是很大的financially
[05:43:22] 至少现在开始我觉得大部分人还是很mission driven
[05:43:26] 对然后大家还是相信这是唯一一个地方
[05:43:29] 我们可以做这件事情
[05:43:31] 你们现在已经开始考虑商业模式了吗
[05:43:35] 我觉得之所以要融这些钱
[05:43:37] 可能也是希望能够减少一点这些压力
[05:43:41] 但是当然了这是一个serious company
[05:43:43] 所以我们的CEO都在每天花很大的精力去考虑商业模式的事情
[05:43:49] 对然后我能不能回过去再讲讲一样
[05:43:55] 好啊
[05:43:56] 对之后看怎么调整一下
[05:43:59] 但我觉得我刚刚说其实气质相投这件事情
[05:44:02] 其实完全不是一个商业decision
[05:44:04] 对吧
[05:44:05] 对然后我觉得
[05:44:07] 符合你的玄学一贯选择方式
[05:44:10] 当然考虑就是比如说同时比起来我也会有些其他的机会
[05:44:15] 这些机会可能也会有much better这种short term的financial这种return
[05:44:22] 就又会有更高的工资更高的回报
[05:44:25] 但我一直考虑的这个方式是说
[05:44:29] 有些人劝我说你先去赚两年前对吧
[05:44:32] 赚够钱了之后回来再创业不好吗
[05:44:34] partly i agree
[05:44:37] 但是我又会担心说对吧
[05:44:42] 我现在作为现在人生的stage
[05:44:45] 还有没有两年的时间可以让我在一个足够好的精神状态去做这件完全exploitive的research
[05:44:56] 我觉得不好说
[05:44:58] 有可能在你有钱了之后你的lifestyle你的生活方式会变化
[05:45:03] 然后这件事情也可能导致你失去了最开始的一些勇气
[05:45:10] 然后我觉得这只是对我个人而言
[05:45:13] 我觉得现在我有很多很多的朋友他们在meta
[05:45:16] 尤其在meta大家其实都赚很多很多钱
[05:45:19] 他们也很卷
[05:45:20] 他们每天工作
[05:45:21] 我觉得也是加班加点
[05:45:23] 然后大家基本上都搬到公司旁边
[05:45:26] 然后每天加班一个星期工作七八十个小时这种
[05:45:31] 我觉得我也相信他
[05:45:33] 他们一定能够做出一个很仿天的model
[05:45:38] 但我也想对他们说
[05:45:39] 当你把这个model做完之后
[05:45:41] 嗯可以来我们这看看
[05:45:43] 我觉得我觉得有呀
[05:45:46] hopefully it's not too late
[05:45:47] 但我觉得其实我认识的所有这些人
[05:45:49] 大家都是有这个mission的
[05:45:51] 对meta tbd的招人策略跟你的招人策略是一致的吗
[05:45:55] 呃
[05:45:56] 我觉得肯定不一致啊
[05:45:57] 我们哪有钱像meta tbd一样招人呢
[05:45:59] 肯定不一样
[05:46:01] 对然后或者说像thinking machine
[05:46:02] 包括像fci
[05:46:04] 啊我觉得我觉得都很不一样
[05:46:06] 对我觉得虽然我们可能融资规模上面其实还是蛮不错的
[05:46:11] 对啊至少也能排排进历史前几名的吧
[05:46:15] 前几啊不知道不知道不知道啊估值估值我们一直没没变
[05:46:19] 还是三三个billion的primary的euro
[05:46:22] 对对然后
[05:46:25] 嗯但是钱其实还是不是很多对吧
[05:46:29] 这个capital money其实还是非常多的
[05:46:31] 其实还是非常非常宝贵的
[05:46:33] 它不像像在meta在google
[05:46:35] 你真的有一个印钞机在那
[05:46:37] 然后你不能print money
[05:46:38] 啊
[05:46:39] it's ok
[05:46:40] you can you can do whatever you want
[05:46:41] 我觉得在创业公司里面我们还是要非常非常谨慎的去布局吧
[05:46:46] 我觉得你们是刻意不选去硅谷创业是吗
[05:46:49] 呃
[05:46:50] 对啊我觉得我觉得sickin valley again is very unpeeled
[05:46:54] 就是大家经常说啊
[05:46:55] 就是说已经已经深陷于啊
[05:46:58] 已经被luxury 制造催眠了啊
[05:47:00] 然后啊
[05:47:02] 然后我觉得我觉得我觉得呃但这件事情我觉得不会持续很久啊
[05:47:07] 被催眠的人总有醒来的一刻
[05:47:09] 然后我觉得那时候我们我们完全不排除去硅谷设立公司
[05:47:14] 我觉得到最后或者说可能很快
[05:47:16] 我们的公司location一定是哪里有人才
[05:47:20] 我们公司就在哪里啊
[05:47:21] 有一个有一个office
[05:47:23] 这也是一个很很正常的事情
[05:47:25] 嗯
[05:47:26] 对哎呦
[05:47:27] 这还在在哪让我说回一样
[05:47:29] 要一下吧
[05:47:30] 好
[05:47:31] 哈哈啊
[05:47:32] 没有我想我想说的事情是
[05:47:34] 是我觉得样其实还有很吸引我的一个一点是
[05:47:37] 他真的是一个斜杠青年或者说挺文艺的这么一个人
[05:47:42] 或者按凯明的说法
[05:47:43] 样是一个16岁青春期一直延续到65岁的这样一个人
[05:47:47] 哦那很幸福啊
[05:47:49] 我觉得我觉得他应该挺幸福的
[05:47:51] 但他经常就很骄傲的说他有四大爱好啊
[05:47:54] 第一个爱好是造模型飞机
[05:47:57] 第二个爱好是拍电影啊
[05:47:59] 第二个爱好是拍天文摄影
[05:48:01] 所以他你看他zoom经常讲讲套背后的那有一个星云的有个那不了的这样一个一个一个一个一个桌桌布啊桌面其实就是他自己拍的在后院拍的
[05:48:12] 然后第三个兴趣是搞电子乐啊
[05:48:16] 然后搞一些jazz呀什么这些事情
[05:48:20] 嗯
[05:48:21] 然后然后你看他的网页上面这也是宝藏啊
[05:48:24] 我经常时不时回去看一看
[05:48:26] 就他会讲说在纽约有哪些这些jazz club对吧
[05:48:30] 这些爵士乐嗯比较好
[05:48:32] 哪些乐手比较好
[05:48:33] 然后他又讲说哎这个
[05:48:35] 呃通常来讲法国人是瞧不起美国的流行为为文化啊
[05:48:40] jazz除外
[05:48:41] 所以他讲什么查理帕克等等一系列人吧
[05:48:43] 然后这些伟大的乐手怎么怎么样
[05:48:45] 我觉得我觉得好有意思啊
[05:48:47] 啊然后他还有一个爱好是就我刚刚已经说了呃这个翻船
[05:48:52] 所以我觉得这样对这样的人呢
[05:48:54] 这样对这样的人对我来说其实是是很有很有吸引力的啊
[05:48:58] 因为我觉得他的世界其实是很大
[05:49:00] 他的世界不止局限在research一小块啊
[05:49:05] 然后我们都要做世界模型了
[05:49:07] 我希望
